"longitude","latitude","start_date","end_date","label","cube"
-51.7887,-12.7476,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-59.0879,-15.2475,2000-09-13,2001-08-29,"Pasture","mod13q1_512"
-53.254,-15.5998,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-53.2375,-15.5891,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-52.1713,-14.3213,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-52.2775,-14.9228,2014-09-14,2015-08-29,"Pasture","mod13q1_512"
-52.4576,-10.9371,2014-09-14,2015-08-29,"Pasture","mod13q1_512"
-52.6829,-15.6947,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-57.794,-9.7573,2008-09-13,2009-08-29,"Pasture","mod13q1_512"
-56.7898,-11.4209,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-55.2099,-10.9263,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-55.0917,-14.2115,2005-09-14,2006-08-29,"Pasture","mod13q1_512"
-52.0378,-13.797,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-51.9767,-11.7332,2014-09-14,2015-08-29,"Pasture","mod13q1_512"
-55.0574,-14.2136,2004-09-13,2005-08-29,"Pasture","mod13q1_512"
-51.9737,-13.2555,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-54.6938,-16.816,2015-09-14,2016-08-28,"Pasture","mod13q1_512"
-52.3627,-14.5555,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-51.89,-13.0525,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-60.4827,-12.988,2004-09-13,2005-08-29,"Pasture","mod13q1_512"
-52.1711,-14.3274,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-52.1948,-15.4099,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-55.2052,-10.935,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-52.362,-14.5493,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-55.2678,-11.0303,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-52.4139,-11.0997,2013-09-14,2014-08-29,"Pasture","mod13q1_512"
-56.0859,-14.4312,2014-09-14,2015-08-29,"Pasture","mod13q1_512"
-59.1698,-13.4957,2015-09-14,2016-08-28,"Pasture","mod13q1_512"
-58.0385,-13.27,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.0728,-15.4877,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.9646,-13.1453,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.9597,-13.9101,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.2823,-12.7671,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1674,-15.312,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0968,-13.3894,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1193,-15.1931,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.7412,-13.6673,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.2582,-15.4739,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.023,-13.5258,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-51.9147,-13.4908,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.4654,-15.5757,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.7975,-13.6097,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2544,-15.807,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1584,-15.9282,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4247,-12.0711,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1826,-15.6241,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.6746,-12.4677,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.771,-12.6215,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.2552,-13.0209,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.9723,-15.1278,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0539,-13.3307,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2451,-15.6706,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.7998,-17.0807,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.918,-13.7996,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.8775,-11.5317,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.9503,-13.8351,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1468,-15.2612,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.5133,-17.1269,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0749,-15.4314,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3681,-11.4717,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.9211,-13.5858,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.4451,-15.5763,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.5936,-13.5574,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.3661,-15.5818,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.3994,-13.7916,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-52.0792,-12.6115,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.2851,-13.6217,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0194,-15.1581,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.1561,-13.7859,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.8244,-12.8205,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.8221,-14.7581,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.2617,-13.5061,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.199,-13.8188,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.2449,-13.9762,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.8122,-17.4373,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.6361,-15.5048,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.5415,-17.1314,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9918,-14.2156,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.4888,-14.1777,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.9827,-15.4817,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-53.9978,-15.6315,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.0712,-14.9804,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0264,-15.482,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1284,-11.5788,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.1232,-12.7615,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-53.9271,-15.0022,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.4385,-14.3285,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9805,-14.0086,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3542,-15.7486,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-52.3296,-11.2821,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3131,-15.8396,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.439,-13.547,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.741,-13.6556,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1943,-15.7707,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0807,-13.3687,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.4392,-15.5278,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1514,-16.7828,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3855,-15.8173,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9683,-13.9253,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.6082,-13.5458,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1006,-15.0784,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0381,-13.0581,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0022,-13.2432,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.728,-17.0929,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8404,-13.4339,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.5124,-15.5804,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9576,-14.4065,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0258,-13.6201,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.5141,-12.0736,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.7408,-13.5388,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8932,-13.7379,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.8566,-13.9077,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.4463,-15.4193,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.1797,-15.5373,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.5628,-15.5614,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.5305,-14.1972,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.212,-15.6542,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.1326,-13.6523,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.5773,-12.3049,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-53.9624,-15.0007,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.5364,-13.5489,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.7525,-13.2805,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-53.9332,-16.8408,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4298,-11.6444,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.4743,-13.5631,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.6916,-13.4252,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.1738,-14.477,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1447,-16.7859,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.2681,-15.4961,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.1543,-14.4601,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0884,-13.4067,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.5215,-15.5673,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0292,-13.2913,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9048,-15.04,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-52.3554,-14.6082,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.9827,-14.0467,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.7647,-17.2164,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0141,-13.2356,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.6063,-15.5582,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.18,-15.3026,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9834,-13.4126,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1603,-16.7801,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.8395,-13.911,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1414,-15.2433,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.2755,-15.6682,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.0331,-13.0431,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8725,-17.2482,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.9001,-13.0199,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1409,-15.8582,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9866,-13.2259,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.061,-13.3592,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.2162,-13.4421,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1934,-15.831,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.123,-15.2187,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.0384,-16.953,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1946,-17.0286,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0804,-15.4869,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0311,-13.655,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0323,-15.4757,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.8157,-13.8976,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-59.3033,-13.8538,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.3991,-17.167,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.9863,-13.1752,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.033,-13.2795,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9302,-13.5503,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.0049,-15.4658,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2948,-13.7858,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.8281,-13.7264,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.0607,-12.9053,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.7615,-15.5195,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.7912,-13.5988,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.4965,-15.5729,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.1539,-14.4606,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2851,-15.6677,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.1372,-12.7681,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.3562,-13.4502,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8985,-13.675,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.3408,-14.4061,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.5204,-17.1342,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.0382,-13.2695,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.8952,-16.8696,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1641,-15.3343,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9605,-13.8869,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.4316,-12.8796,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1065,-15.092,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0471,-13.2855,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.5506,-12.9319,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2573,-15.4734,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0476,-13.3312,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8811,-14.3153,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4881,-12.2989,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.2097,-14.5454,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.7522,-17.0054,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-52.3309,-11.2665,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.5128,-12.0666,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0179,-13.3574,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.0784,-15.0337,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.1731,-13.8355,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1127,-15.1681,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2435,-17.05,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2192,-15.7943,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.3367,-13.4411,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3608,-15.4922,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3158,-15.5124,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.193,-17.1208,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-51.9236,-13.5234,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8674,-17.2198,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.3594,-15.5813,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2107,-15.342,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.8216,-13.6679,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1601,-15.299,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3504,-15.4818,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.753,-13.7258,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3199,-15.5082,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.4932,-17.1387,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.7484,-13.8755,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.8325,-12.7766,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.9944,-14.0394,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.8209,-13.6221,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0793,-13.4328,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.8651,-12.9305,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.2054,-13.8518,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1165,-15.139,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.042,-12.8152,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.314,-15.8918,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0535,-13.3491,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3296,-11.8825,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0638,-13.4712,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.3216,-15.5011,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.9666,-15.0806,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2792,-13.9059,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.5823,-13.5475,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.4316,-12.8121,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-53.9273,-15.0144,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.5758,-15.5663,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.5816,-15.4584,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.2147,-15.354,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.9501,-13.4798,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.903,-13.5904,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.078,-15.0271,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.0835,-15.4682,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4505,-11.6668,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.8052,-14.1549,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-52.0442,-11.6268,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.7517,-13.6523,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.7217,-14.1276,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.5108,-13.5585,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8879,-13.705,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1933,-15.6033,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.0293,-13.3044,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.6906,-14.1332,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.8216,-12.7078,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.281,-13.9174,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2944,-16.0885,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2362,-15.8032,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.5655,-12.9262,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.3762,-13.4527,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1996,-17.1119,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.6079,-17.1369,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.6445,-12.4243,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.5837,-12.3036,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-53.8189,-15.1031,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.9481,-13.0257,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8397,-17.3205,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.5442,-14.2178,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.6118,-11.6578,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1636,-15.2837,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.6658,-12.4616,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.2218,-13.8112,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8225,-17.4135,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.2516,-15.4448,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.0238,-13.2536,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.8214,-13.6246,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.8882,-13.7283,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2743,-15.4916,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-55.945,-13.106,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.0627,-14.1784,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1484,-15.8529,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2335,-15.8122,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3373,-11.7344,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2208,-17.0432,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2862,-15.5014,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2476,-13.5054,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.0252,-13.0102,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.2196,-14.4949,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.0633,-15.0441,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.1851,-14.4842,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-58.08,-12.8348,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.8875,-13.7152,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.7801,-17.4034,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.1998,-15.798,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.1607,-15.3078,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.8042,-13.905,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.002,-13.2185,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.159,-15.2641,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-58.7886,-13.5529,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.8302,-15.5389,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.207,-17.0215,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.0168,-15.4811,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-51.8858,-12.6918,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.0797,-13.4614,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.3101,-15.8096,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.4655,-13.7851,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2582,-15.437,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-57.0163,-14.1601,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.4051,-15.5749,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.1502,-15.2506,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-54.2113,-15.4116,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.387,-15.5844,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.2181,-15.852,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2914,-13.6724,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-59.2809,-13.7367,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.4071,-11.8768,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.2804,-15.5256,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-57.483,-14.1907,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.3393,-13.802,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-55.18,-15.7694,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
-56.7306,-14.1424,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-56.8411,-14.1422,2014-09-14,2015-08-29,"Soy_Corn","mod13q1_512"
-54.0657,-15.0217,2015-09-14,2016-08-28,"Soy_Corn","mod13q1_512"
